qseqid,best_evalue_cecidomyiid,best_bitscore_cecidomyiid,best_hit_cecidomyiid,best_pident_cecidomyiid,best_evalue_sciarid,best_bitscore_sciarid,best_hit_sciarid,best_pident_sciarid,best_evalue_outgroup,best_bitscore_outgroup,best_hit_outgroup,best_pident_outgroup,alien_index,bitscore_diff_cec_minus_sci,outgroup_flag,interpretation
g17135.t2,0.0,1108.0,g1119.t4,87.416,0.0,1235.0,s12389.t2,99.161,0.0,1021.0,ref|XP_061497787.1|,80.504,0.0,-127.0,check_conservation,ambiguous
g16785.t2,0.0,685.0,g6863.t2,94.798,0.0,645.0,s14962.t1,89.914,0.0,617.0,ref|XP_061508837.1|,84.132,0.0,40.0,check_conservation,ambiguous
g17156.t1,0.0,1803.0,g14141.t2,53.574,0.0,3128.0,s13747.t1,92.606,0.0,1542.0,ref|XP_061516235.1|,46.654,0.0,-1325.0,ok,ambiguous
g18150.t1,0.0,1145.0,g3934.t1,60.834,0.0,1867.0,s13950.t1,95.192,0.0,850.0,ref|XP_061503713.1|,45.743,0.0,-722.0,ok,ambiguous
g18140.t1,0.0,868.0,g2214.t2,69.196,0.0,1754.0,s14278.t1,93.9,0.0,683.0,ref|XP_061507019.1|,72.629,0.0,-886.0,ok,ambiguous
g18142.t1,0.0,585.0,g1970.t2,74.142,0.0,702.0,s14275.t2,88.976,1.15e-153,485.0,ref|XP_061507951.1|,64.136,0.0,-117.0,ok,ambiguous
g18133.t1,0.0,640.0,g2203.t2,53.913,0.0,1118.0,s14291.t1,90.94,0.0,613.0,ref|XP_061498311.1|,52.285,0.0,-478.0,ok,ambiguous
g14729.t1,0.0,1281.0,g10139.t2,94.624,0.0,988.0,s9219.t2,77.709,0.0,949.0,ref|XP_061510133.1|,75.199,0.0,293.0,ok,ambiguous
g14729.t2,0.0,1265.0,g10139.t2,89.017,0.0,972.0,s9219.t2,73.071,0.0,931.0,ref|XP_061510133.1|,70.597,0.0,293.0,ok,ambiguous
g14728.t1,0.0,802.0,g4072.t1,72.477,0.0,541.0,s9217.t1,50.366,3.53e-89,291.0,ref|XP_061499257.1|,37.358,0.0,261.0,ok,ambiguous
g156.t1,0.0,814.0,g4550.t2,95.652,0.0,661.0,s3723.t1,81.373,0.0,636.0,ref|XP_061516209.1|,79.012,0.0,153.0,ok,ambiguous
g7507.t1,0.0,729.0,g10997.t2,74.162,0.0,686.0,s6225.t1,67.251,0.0,619.0,ref|XP_061506055.1|,62.115,0.0,43.0,check_conservation,ambiguous
g7507.t2,0.0,740.0,g10997.t2,76.113,0.0,696.0,s6225.t1,69.0,0.0,629.0,ref|XP_061506055.1|,63.708,0.0,44.0,check_conservation,ambiguous
g10877.t1,0.0,571.0,g11259.t3,45.802,0.0,1022.0,s9566.t1,75.48,8.05e-146,439.0,ref|XP_556395.4|,40.063,0.0,-451.0,ok,ambiguous
g10877.t2,0.0,568.0,g11259.t3,45.566,0.0,1022.0,s9566.t1,75.592,6.15e-146,439.0,ref|XP_556395.4|,40.187,0.0,-454.0,ok,ambiguous
g16773.t1,0.0,1094.0,g636.t2,79.529,0.0,927.0,s14832.t1,67.841,0.0,888.0,ref|XP_061505923.1|,66.409,0.0,167.0,check_conservation,ambiguous
g17150.t1,0.0,546.0,g5160.t2,44.306,0.0,1097.0,s13722.t1,91.29,0.0,540.0,ref|XP_312870.2|,45.422,0.0,-551.0,ok,ambiguous
g17140.t1,0.0,1139.0,g1117.t2,47.597,0.0,2581.0,s12385.t2,87.738,0.0,622.0,ref|XP_061503615.1|,40.909,0.0,-1442.0,ok,ambiguous
g16773.t2,0.0,1145.0,g636.t2,83.113,0.0,981.0,s14832.t1,70.631,0.0,939.0,ref|XP_061505923.1|,65.064,0.0,164.0,check_conservation,ambiguous
g14177.t1,0.0,997.0,g6935.t2,63.602,0.0,709.0,s10094.t1,49.681,0.0,575.0,ref|XP_061515820.1|,42.64,0.0,288.0,ok,ambiguous
g14179.t1,0.0,722.0,g6944.t2,80.332,0.0,597.0,s5380.t1,64.455,0.0,590.0,ref|XP_319167.2|,64.455,0.0,125.0,check_conservation,ambiguous
g14180.t1,0.0,1587.0,g6945.t2,91.469,0.0,1580.0,s4706.t1,90.877,0.0,1513.0,ref|XP_307854.2|,86.967,0.0,7.0,check_conservation,ambiguous
g14182.t1,0.0,929.0,g6947.t2,72.386,0.0,722.0,s16707.t1,57.423,0.0,613.0,ref|XP_318477.5|,52.181,0.0,207.0,ok,ambiguous
g15584.t1,0.0,796.0,g1008.t2,96.164,0.0,751.0,s14937.t1,90.537,0.0,692.0,ref|XP_061497874.1|,83.548,0.0,45.0,check_conservation,ambiguous
g18194.t1,0.0,1833.0,g2669.t7,68.627,0.0,2690.0,s13992.t1,95.109,0.0,1770.0,ref|XP_061511050.1|,66.131,0.0,-857.0,ok,ambiguous
g18188.t1,0.0,779.0,g804.t2,51.828,0.0,1511.0,s14002.t1,92.453,0.0,924.0,ref|XP_061501218.1|,56.716,0.0,-732.0,ok,ambiguous
g7486.t1,0.0,1170.0,g10624.t2,74.014,0.0,1059.0,s6983.t1,67.302,0.0,999.0,ref|XP_309945.4|,64.054,0.0,111.0,check_conservation,ambiguous
g7472.t1,0.0,1244.0,g5326.t1,78.721,0.0,863.0,s5292.t1,57.356,9.5e-65,237.0,ref|XP_061512302.1|,62.983,0.0,381.0,ok,ambiguous
g7472.t2,0.0,1214.0,g5326.t2,78.348,0.0,835.0,s5292.t2,56.659,7.08e-65,237.0,ref|XP_061512303.1|,70.13,0.0,379.0,ok,ambiguous
g10871.t2,0.0,1157.0,g1110.t3,81.197,0.0,1283.0,s14596.t1,89.986,0.0,1145.0,ref|XP_061503617.1|,79.971,0.0,-126.0,check_conservation,ambiguous
g10871.t1,0.0,1162.0,g1110.t3,81.312,0.0,1288.0,s14596.t1,90.115,0.0,1141.0,ref|XP_061503617.1|,79.971,0.0,-126.0,check_conservation,ambiguous
g6977.t1,0.0,809.0,g7160.t2,86.742,0.0,688.0,s15978.t1,75.281,0.0,610.0,ref|XP_316417.4|,67.937,0.0,121.0,ok,ambiguous
g6979.t1,0.0,990.0,g5582.t1,79.97,0.0,647.0,s16948.t1,61.441,1.79e-164,499.0,ref|XP_313620.6|,57.658,0.0,343.0,ok,ambiguous
g18446.t1,0.0,922.0,g5687.t2,85.356,0.0,1150.0,s15634.t1,100.0,0.0,892.0,ref|XP_312631.3|,79.061,0.0,-228.0,ok,ambiguous
g702.t1,0.0,739.0,g11223.t2,47.919,0.0,1404.0,s8614.t1,84.551,0.0,592.0,ref|XP_312255.6|,55.306,0.0,-665.0,ok,ambiguous
g7021.t1,0.0,1017.0,g4475.t2,97.436,0.0,984.0,s13000.t2,94.444,0.0,967.0,ref|XP_315212.2|,92.262,0.0,33.0,check_conservation,ambiguous
g14565.t1,0.0,1785.0,g1440.t4,87.424,0.0,1503.0,s2942.t1,74.645,0.0,1447.0,ref|XP_061511920.1|,70.278,0.0,282.0,check_conservation,ambiguous
g6966.t1,0.0,1410.0,g7881.t2,87.154,0.0,1130.0,s5866.t1,70.791,0.0,1078.0,ref|XP_061504328.1|,68.389,0.0,280.0,ok,ambiguous
g6967.t1,0.0,757.0,g7919.t1,70.683,0.0,597.0,s15954.t1,57.576,5.84e-175,524.0,ref|XP_310611.6|,52.137,0.0,160.0,ok,ambiguous
g6975.t1,0.0,703.0,g7162.t1,85.681,0.0,572.0,s15976.t1,60.928,2.82e-153,447.0,ref|XP_061513194.1|,66.667,0.0,131.0,ok,ambiguous
g12506.t1,0.0,638.0,g13982.t2,40.199,0.0,1394.0,s711.t1,71.414,0.0,553.0,ref|XP_003435967.2|,37.238,0.0,-756.0,ok,ambiguous
g3123.t2,0.0,677.0,g4111.t3,100.0,0.0,652.0,s13717.t1,95.719,0.0,625.0,ref|XP_061502937.1|,94.801,0.0,25.0,check_conservation,ambiguous
g12782.t1,0.0,728.0,g3865.t3,84.346,0.0,857.0,s14310.t1,94.836,1.93e-157,468.0,ref|XP_061498595.1|,67.733,0.0,-129.0,ok,ambiguous
g1277.t1,0.0,687.0,g12664.t2,71.705,0.0,567.0,s7306.t2,55.373,1.52e-155,459.0,ref|XP_061497952.1|,64.183,0.0,120.0,ok,ambiguous
g7192.t1,0.0,1716.0,g8983.t7,90.0,0.0,1198.0,s4206.t1,68.283,0.0,594.0,ref|XP_061516260.1|,78.723,0.0,518.0,ok,ambiguous
g266.t1,0.0,942.0,g8631.t3,90.874,0.0,759.0,s7259.t1,75.34,0.0,719.0,ref|XP_308210.4|,71.078,0.0,183.0,ok,ambiguous
g2672.t1,0.0,1173.0,g12510.t3,89.16,0.0,835.0,s8168.t2,66.055,0.0,760.0,ref|XP_061497401.1|,57.768,0.0,338.0,ok,ambiguous
g3088.t1,0.0,791.0,g13711.t2,95.285,0.0,531.0,s15011.t1,67.237,7.08e-176,496.0,ref|XP_316024.4|,63.027,0.0,260.0,ok,ambiguous
g3094.t1,0.0,1003.0,g13723.t2,95.276,0.0,827.0,s15007.t1,77.495,0.0,734.0,ref|XP_315383.5|,66.471,0.0,176.0,ok,ambiguous
g2684.t1,0.0,878.0,g12500.t2,87.738,0.0,644.0,s8585.t1,62.924,6.72e-174,498.0,ref|XP_315650.5|,56.148,0.0,234.0,ok,ambiguous
g2687.t1,0.0,933.0,g12497.t2,83.396,0.0,536.0,s10054.t1,51.789,3.82e-158,461.0,ref|XP_315463.4|,45.572,0.0,397.0,ok,ambiguous
g12511.t1,0.0,739.0,g10805.t1,62.968,0.0,776.0,s768.t1,93.947,1.2399999999999999e-126,390.0,ref|XP_061513801.1|,58.108,0.0,-37.0,ok,ambiguous
g12511.t2,0.0,686.0,g10805.t3,63.02,0.0,776.0,s768.t1,93.947,1.8899999999999998e-136,414.0,ref|XP_061513801.1|,66.258,0.0,-90.0,ok,ambiguous
g12511.t3,0.0,755.0,g10805.t1,65.321,0.0,708.0,s768.t1,88.136,3.34e-127,391.0,ref|XP_061513801.1|,58.108,0.0,47.0,ok,ambiguous
g12514.t1,0.0,1073.0,g10806.t2,90.758,0.0,1154.0,s772.t6,98.336,0.0,1015.0,ref|XP_061511037.1|,85.185,0.0,-81.0,check_conservation,ambiguous
g3083.t1,0.0,1797.0,g13022.t1,93.756,0.0,1252.0,s8930.t2,67.402,0.0,662.0,ref|XP_061497869.1|,60.461,0.0,545.0,ok,ambiguous
g12539.t1,0.0,1827.0,g12814.t2,62.39,0.0,3011.0,s15592.t2,99.931,0.0,1403.0,ref|XP_061503793.1|,49.545,0.0,-1184.0,ok,ambiguous
g12507.t1,0.0,743.0,g8736.t2,43.567,0.0,1842.0,s713.t1,81.609,2.2900000000000002e-163,520.0,ref|XP_061517203.1|,43.982,0.0,-1099.0,ok,ambiguous
g12765.t1,0.0,628.0,g12873.t2,46.861,0.0,612.0,s8006.t1,45.19,0.0,617.0,ref|XP_316594.2|,46.356,0.0,16.0,check_conservation,ambiguous
g18421.t1,0.0,1239.0,g13065.t2,70.0,0.0,1707.0,s16115.t1,97.024,0.0,946.0,ref|XP_310557.3|,52.669,0.0,-468.0,ok,ambiguous
g18425.t1,0.0,712.0,g4107.t2,57.331,0.0,1098.0,s16112.t1,92.487,0.0,764.0,ref|XP_003437182.1|,64.572,0.0,-386.0,ok,ambiguous
g10996.t1,0.0,530.0,g9516.t1,68.182,0.0,743.0,s870.t1,91.688,0.0,560.0,ref|XP_061513058.1|,68.519,0.0,-213.0,ok,ambiguous
g1100.t1,0.0,1004.0,g7096.t3,97.217,0.0,778.0,s15322.t1,74.553,0.0,619.0,ref|XP_313837.6|,61.188,0.0,226.0,ok,ambiguous
g1100.t2,0.0,982.0,g7096.t4,97.154,0.0,784.0,s15322.t1,76.22,0.0,624.0,ref|XP_313837.6|,62.551,0.0,198.0,ok,ambiguous
g6993.t1,0.0,1807.0,g5517.t2,86.992,0.0,1232.0,s14854.t1,59.919,0.0,1053.0,ref|XP_311215.4|,52.204,0.0,575.0,ok,ambiguous
g11079.t1,0.0,1902.0,g10108.t2,65.453,0.0,752.0,s6166.t1,38.405,5.34e-13,74.7,ref|XP_061513789.1|,31.214,0.0,1150.0,ok,ambiguous
g15746.t1,0.0,984.0,g506.t2,69.1,0.0,595.0,s12297.t1,49.187,1.24e-60,223.0,ref|XP_311909.5|,60.465,0.0,389.0,ok,ambiguous
g18488.t1,0.0,1386.0,g7744.t2,67.5,0.0,2234.0,s15566.t1,98.75,0.0,1207.0,ref|XP_312628.6|,73.736,0.0,-848.0,ok,ambiguous
g18474.t1,0.0,832.0,g7506.t2,78.571,0.0,1035.0,s15596.t1,99.396,0.0,832.0,ref|XP_061517477.1|,78.093,0.0,-203.0,check_conservation,ambiguous
g1458.t2,0.0,542.0,g5735.t2,62.383,0.0,774.0,s13706.t2,92.961,7.84e-177,532.0,ref|XP_061498434.1|,62.56,0.0,-232.0,ok,ambiguous
g14580.t1,0.0,691.0,g14432.t2,91.667,0.0,631.0,s1018.t1,82.222,0.0,627.0,ref|XP_319173.1|,82.5,0.0,60.0,check_conservation,ambiguous
g14581.t1,0.0,2488.0,g4282.t2,84.643,0.0,1952.0,s926.t1,68.0,0.0,1773.0,ref|XP_061510712.1|,62.157,0.0,536.0,ok,ambiguous
g18478.t1,0.0,1842.0,g12814.t2,62.218,0.0,3040.0,s15592.t2,99.045,0.0,1438.0,ref|XP_061503793.1|,49.308,0.0,-1198.0,ok,ambiguous
g14583.t1,0.0,1084.0,g5493.t2,85.393,0.0,989.0,s8337.t1,77.221,0.0,944.0,ref|XP_319176.3|,74.959,0.0,95.0,check_conservation,ambiguous
g14565.t2,0.0,1759.0,g1440.t3,87.436,0.0,1479.0,s2942.t2,74.665,0.0,1421.0,ref|XP_061511921.1|,70.232,0.0,280.0,check_conservation,ambiguous
g6988.t1,0.0,997.0,g6269.t1,76.912,0.0,717.0,s16633.t1,56.049,0.0,769.0,ref|XP_061499274.1|,56.991,0.0,280.0,ok,ambiguous
g14562.t2,0.0,1679.0,g1437.t6,83.993,0.0,769.0,s14550.t3,47.447,1.12e-147,491.0,ref|XP_061503312.1|,47.508,0.0,910.0,ok,ambiguous
g14576.t1,0.0,1048.0,g4278.t2,94.382,0.0,929.0,s923.t1,86.122,0.0,857.0,ref|XP_319690.5|,76.079,0.0,119.0,check_conservation,ambiguous
g18490.t1,0.0,1136.0,g14094.t1,76.734,0.0,1427.0,s15563.t1,98.991,0.0,1052.0,ref|XP_313797.6|,76.183,0.0,-291.0,ok,ambiguous
g18491.t1,0.0,504.0,g13763.t2,78.025,0.0,662.0,s15562.t1,99.697,1.29e-178,498.0,ref|XP_318487.4|,72.81,0.0,-158.0,ok,ambiguous
g18480.t1,0.0,650.0,g13982.t2,41.749,0.0,1947.0,s15581.t1,97.801,0.0,588.0,ref|XP_318000.5|,38.196,0.0,-1297.0,ok,ambiguous
g6975.t2,0.0,711.0,g7162.t2,92.621,0.0,545.0,s15976.t1,75.824,2.8299999999999998e-170,486.0,ref|XP_061513235.1|,69.231,0.0,166.0,ok,ambiguous
g11118.t1,0.0,518.0,g9355.t2,56.923,0.0,836.0,s7404.t1,86.383,0.0,535.0,ref|XP_061517692.1|,55.983,0.0,-318.0,ok,ambiguous
g13635.t1,0.0,620.0,g10354.t1,88.06,0.0,636.0,s8779.t1,92.239,0.0,594.0,ref|XP_061503295.1|,83.976,0.0,-16.0,check_conservation,ambiguous
g18474.t2,0.0,853.0,g7506.t2,76.938,0.0,1038.0,s15596.t1,99.396,0.0,848.0,ref|XP_061517477.1|,77.318,0.0,-185.0,check_conservation,ambiguous
g18476.t1,0.0,538.0,g13872.t2,57.725,0.0,964.0,s15594.t1,96.451,0.0,558.0,ref|XP_003436104.2|,58.369,0.0,-426.0,ok,ambiguous
g14582.t1,0.0,1442.0,g5494.t2,78.735,0.0,924.0,s925.t1,52.961,0.0,945.0,ref|XP_061511099.1|,51.42,0.0,518.0,ok,ambiguous
g6917.t1,0.0,2610.0,g8776.t2,82.952,0.0,1209.0,s10480.t1,47.801,0.0,729.0,ref|XP_061501932.1|,50.673,0.0,1401.0,ok,ambiguous
g11138.t1,0.0,1991.0,g12149.t1,82.948,0.0,2300.0,s7424.t1,97.578,0.0,1702.0,ref|XP_061500358.1|,70.573,0.0,-309.0,ok,ambiguous
g11138.t2,0.0,1998.0,g12149.t1,83.448,0.0,2290.0,s7424.t3,97.563,0.0,1687.0,ref|XP_061500359.1|,70.399,0.0,-292.0,ok,ambiguous
g6962.t1,0.0,934.0,g11970.t1,32.578,0.0,2239.0,s3734.t1,45.407,0.0,1009.0,ref|XP_061507418.1|,34.016,0.0,-1305.0,ok,ambiguous
g2672.t2,0.0,1112.0,g12510.t2,88.925,0.0,780.0,s8168.t2,62.748,0.0,711.0,ref|XP_061497401.1|,55.304,0.0,332.0,ok,ambiguous
g11138.t3,0.0,1985.0,g12149.t4,83.521,0.0,2310.0,s7424.t1,98.774,0.0,1711.0,ref|XP_061500358.1|,71.416,0.0,-325.0,ok,ambiguous
g11129.t1,0.0,600.0,g8606.t2,67.548,0.0,772.0,s7416.t1,90.144,0.0,594.0,ref|XP_315893.3|,69.082,0.0,-172.0,ok,ambiguous
g6900.t1,0.0,4511.0,g8788.t2,66.943,0.0,2183.0,s8679.t2,37.074,0.0,1771.0,ref|XP_061502257.1|,33.253,0.0,2328.0,ok,ambiguous
g6904.t1,0.0,2031.0,g8787.t1,83.166,0.0,840.0,s6097.t1,49.785,1.6399999999999998e-138,444.0,ref|XP_061507239.1|,44.653,0.0,1191.0,ok,ambiguous
g6910.t1,0.0,1195.0,g8784.t2,89.65,0.0,1008.0,s3572.t1,77.492,0.0,883.0,ref|XP_314337.5|,68.72,0.0,187.0,ok,ambiguous
g6911.t1,0.0,1622.0,g8784.t2,81.649,0.0,922.0,s3572.t1,55.232,7.65e-91,318.0,ref|XP_314337.5|,50.625,0.0,700.0,ok,ambiguous
g6919.t2,0.0,1605.0,g8770.t5,85.759,0.0,907.0,s8816.t1,57.332,0.0,701.0,ref|XP_320481.4|,72.05,0.0,698.0,ok,ambiguous
g18512.t1,0.0,565.0,g8822.t2,48.403,0.0,1350.0,s15528.t1,96.176,0.0,588.0,ref|XP_307936.5|,55.599,0.0,-785.0,ok,ambiguous
g1251.t1,0.0,1727.0,g4770.t2,87.32,0.0,1426.0,s3475.t1,73.271,0.0,1298.0,ref|XP_317372.4|,65.294,0.0,301.0,ok,ambiguous
g18513.t2,0.0,904.0,g12885.t2,39.684,0.0,2672.0,s15506.t1,89.993,0.0,848.0,ref|XP_312084.5|,37.626,0.0,-1768.0,ok,ambiguous
g18516.t1,0.0,843.0,g12813.t6,72.598,0.0,1080.0,s15503.t1,92.895,0.0,809.0,ref|XP_312586.6|,68.685,0.0,-237.0,ok,ambiguous
g11170.t1,0.0,1019.0,g11217.t2,91.47,0.0,1101.0,s7454.t1,97.826,0.0,1013.0,ref|XP_314018.3|,89.655,0.0,-82.0,check_conservation,ambiguous
g16754.t1,0.0,624.0,g5815.t2,40.992,0.0,1209.0,s10033.t1,72.953,1.97e-55,208.0,ref|XP_001688436.3|,48.0,0.0,-585.0,ok,ambiguous
g16743.t1,0.0,533.0,g4254.t2,60.664,0.0,780.0,s5833.t1,85.816,2.78e-147,425.0,ref|XP_318705.4|,49.289,0.0,-247.0,ok,ambiguous
g16744.t1,0.0,638.0,g13145.t2,65.281,0.0,862.0,s3199.t1,89.002,0.0,699.0,ref|XP_061509192.1|,68.789,0.0,-224.0,check_conservation,ambiguous
g6884.t2,0.0,1022.0,g7364.t1,78.638,0.0,673.0,s15168.t2,55.607,1.31e-162,481.0,ref|XP_061497945.1|,43.402,0.0,349.0,ok,ambiguous
g6890.t1,0.0,1313.0,g7281.t3,84.494,0.0,634.0,s14840.t1,50.448,7.299999999999999e-172,519.0,ref|XP_061506939.1|,47.004,0.0,679.0,ok,ambiguous
g6893.t1,0.0,1061.0,g2700.t4,73.244,0.0,695.0,s13558.t2,50.89,0.0,698.0,ref|XP_061500857.1|,50.898,0.0,366.0,ok,ambiguous
g6894.t1,0.0,1174.0,g7279.t2,81.7,0.0,740.0,s14838.t1,54.252,0.0,568.0,ref|XP_061500191.1|,49.144,0.0,434.0,ok,ambiguous
g18531.t1,0.0,720.0,g13765.t1,60.031,0.0,1275.0,s15491.t1,98.876,5.43e-139,427.0,ref|XP_308014.6|,59.664,0.0,-555.0,ok,ambiguous
g18532.t1,0.0,723.0,g13765.t1,60.185,0.0,1275.0,s15491.t1,98.876,2.74e-139,428.0,ref|XP_308014.6|,59.664,0.0,-552.0,ok,ambiguous
g18516.t2,0.0,863.0,g12813.t6,73.205,0.0,1080.0,s15503.t1,92.895,0.0,825.0,ref|XP_312586.6|,68.942,0.0,-217.0,ok,ambiguous
g18513.t1,0.0,901.0,g12885.t2,39.756,0.0,2632.0,s15506.t1,89.013,0.0,834.0,ref|XP_312084.5|,37.475,0.0,-1731.0,ok,ambiguous
g3115.t1,0.0,1071.0,g12458.t2,77.353,0.0,630.0,s15617.t1,49.491,8.5e-180,530.0,ref|XP_061500022.1|,44.046,0.0,441.0,ok,ambiguous
g3116.t1,0.0,1014.0,g12457.t1,94.717,0.0,927.0,s15616.t1,83.019,0.0,857.0,ref|XP_061506263.1|,77.127,0.0,87.0,check_conservation,ambiguous
g3118.t1,0.0,671.0,g12455.t2,88.43,0.0,523.0,s15614.t1,66.022,1.02e-177,498.0,ref|XP_557484.2|,63.912,0.0,148.0,ok,ambiguous
g3087.t1,0.0,2197.0,g13710.t2,76.376,0.0,900.0,s15015.t1,46.065,5.66e-32,137.0,ref|XP_061502405.1|,61.765,0.0,1297.0,ok,ambiguous
g1457.t1,0.0,546.0,g5735.t4,76.676,0.0,647.0,s13706.t2,91.922,1.5100000000000002e-163,494.0,ref|XP_061498434.1|,74.785,0.0,-101.0,ok,ambiguous
g3097.t1,0.0,879.0,g13728.t1,71.38,0.0,552.0,s8760.t1,46.844,2.42e-100,320.0,ref|XP_308749.5|,30.576,0.0,327.0,ok,ambiguous
g3102.t1,0.0,3741.0,g12525.t2,95.142,0.0,2727.0,s16225.t1,70.266,0.0,1379.0,ref|XP_061497090.1|,55.152,0.0,1014.0,ok,ambiguous
g3070.t1,0.0,1037.0,g12652.t2,90.502,0.0,828.0,s14787.t1,72.828,0.0,787.0,ref|XP_061508743.1|,70.722,0.0,209.0,ok,ambiguous
g3073.t1,0.0,1132.0,g12653.t2,92.857,0.0,738.0,s8352.t1,60.89,0.0,689.0,ref|XP_061501800.1|,53.676,0.0,394.0,ok,ambiguous
g3073.t2,0.0,1115.0,g12653.t2,92.915,0.0,733.0,s8352.t1,61.415,0.0,685.0,ref|XP_061501800.1|,54.532,0.0,382.0,ok,ambiguous
g3077.t1,0.0,694.0,g12656.t2,94.842,0.0,548.0,s8408.t1,72.595,1.6800000000000002e-179,504.0,ref|XP_061498818.1|,67.353,0.0,146.0,ok,ambiguous
g18506.t1,0.0,711.0,g8274.t2,92.055,0.0,762.0,s15537.t1,100.0,0.0,700.0,ref|XP_061506882.1|,89.589,0.0,-51.0,check_conservation,ambiguous
g18507.t1,0.0,615.0,g6937.t2,53.321,0.0,1125.0,s15533.t1,97.645,0.0,593.0,ref|XP_310922.4|,50.735,0.0,-510.0,ok,ambiguous
g11148.t1,0.0,700.0,g8612.t2,46.764,0.0,1053.0,s7429.t1,89.643,0.0,585.0,ref|XP_061505464.1|,55.622,0.0,-353.0,ok,ambiguous
g6949.t2,0.0,639.0,g649.t3,59.642,0.0,574.0,s15075.t2,55.599,0.0,532.0,ref|XP_061512982.1|,52.559,0.0,65.0,check_conservation,ambiguous
g6957.t1,0.0,940.0,g7583.t3,86.972,0.0,653.0,s15961.t1,59.335,1.31e-155,465.0,ref|XP_061519185.1|,64.653,0.0,287.0,ok,ambiguous
g6958.t1,0.0,949.0,g7584.t3,74.342,0.0,605.0,s8366.t1,47.876,0.0,624.0,ref|XP_321709.5|,51.466,0.0,344.0,ok,ambiguous
g6878.t1,0.0,988.0,g7361.t1,92.43,0.0,799.0,s11867.t1,78.497,0.0,808.0,ref|XP_061507867.1|,63.182,0.0,189.0,check_conservation,ambiguous
g1577.t1,0.0,863.0,g13469.t2,88.43,0.0,736.0,s14746.t1,72.211,0.0,616.0,ref|XP_061505428.1|,62.241,0.0,127.0,ok,ambiguous
g6938.t1,0.0,1217.0,g8415.t2,80.546,0.0,724.0,s17148.t1,60.837,2.71e-118,388.0,ref|XP_061512829.1|,38.338,0.0,493.0,ok,ambiguous
g6944.t1,0.0,972.0,g654.t2,92.8,0.0,693.0,s14226.t1,66.398,5.54e-139,410.0,ref|XP_311333.5|,41.7,0.0,279.0,ok,ambiguous
g6948.t1,0.0,843.0,g650.t2,82.5,0.0,639.0,s15079.t1,68.565,0.0,627.0,ref|XP_061497927.1|,61.582,0.0,204.0,ok,ambiguous
g6948.t2,0.0,832.0,g650.t2,83.235,0.0,639.0,s15079.t1,68.565,0.0,627.0,ref|XP_061497927.1|,61.582,0.0,193.0,ok,ambiguous
g6917.t2,0.0,2571.0,g8776.t2,83.075,0.0,1211.0,s10480.t1,47.801,0.0,728.0,ref|XP_061501933.1|,50.673,0.0,1360.0,ok,ambiguous
g6918.t1,0.0,920.0,g8775.t2,85.635,0.0,640.0,s8258.t1,61.905,0.0,563.0,ref|XP_320941.6|,54.943,0.0,280.0,ok,ambiguous
g6919.t1,0.0,1534.0,g8770.t7,85.477,0.0,880.0,s8816.t2,57.666,0.0,701.0,ref|XP_320481.4|,72.05,0.0,654.0,ok,ambiguous
g18503.t1,0.0,707.0,g5196.t2,56.345,0.0,1771.0,s15558.t1,77.506,1.77e-178,600.0,ref|XP_061510596.1|,51.092,0.0,-1064.0,ok,ambiguous
g6924.t1,0.0,1002.0,g8377.t2,96.755,0.0,931.0,s10038.t3,90.041,0.0,883.0,ref|XP_311134.3|,85.336,0.0,71.0,check_conservation,ambiguous
g6949.t1,0.0,655.0,g649.t2,60.765,0.0,600.0,s15075.t1,58.449,0.0,563.0,ref|XP_061512975.1|,54.781,0.0,55.0,check_conservation,ambiguous
g15729.t1,0.0,2229.0,g11147.t2,75.563,0.0,1502.0,s2241.t1,54.757,0.0,909.0,ref|XP_061514077.1|,38.519,0.0,727.0,ok,ambiguous
g15701.t1,0.0,1112.0,g4959.t2,92.007,0.0,878.0,s5895.t1,72.414,0.0,770.0,ref|XP_061500722.1|,62.759,0.0,234.0,ok,ambiguous
g72.t1,0.0,972.0,g10211.t2,85.512,0.0,604.0,s10220.t1,58.333,9.550000000000001e-167,491.0,ref|XP_061504826.1|,58.353,0.0,368.0,ok,ambiguous
g723.t1,0.0,903.0,g10882.t1,90.526,0.0,664.0,s9637.t1,68.192,0.0,645.0,ref|XP_061500368.1|,64.967,0.0,239.0,ok,ambiguous
g7230.t1,0.0,1164.0,g10491.t2,82.933,0.0,580.0,s10361.t1,64.0,3.7199999999999997e-137,437.0,ref|XP_061507238.1|,66.667,0.0,584.0,ok,ambiguous
g7112.t1,0.0,850.0,g5020.t4,77.046,0.0,1171.0,s3853.t4,53.717,0.0,1034.0,ref|XP_061514028.1|,52.021,0.0,-321.0,check_conservation,ambiguous
g7112.t3,0.0,837.0,g5020.t3,76.248,0.0,1170.0,s3853.t1,54.773,0.0,1038.0,ref|XP_061514028.1|,52.228,0.0,-333.0,check_conservation,ambiguous
g7112.t4,0.0,674.0,g5020.t4,65.759,0.0,740.0,s3853.t3,48.831,0.0,662.0,ref|XP_061514028.1|,47.557,0.0,-66.0,check_conservation,ambiguous
g1100.t3,0.0,959.0,g7096.t4,92.323,0.0,766.0,s15322.t1,72.495,0.0,611.0,ref|XP_313837.6|,63.812,0.0,193.0,ok,ambiguous
